E1,E2,E3,E4,E5
308,-139,-112,-54,-8
301,-133,-110,-54,-16
304,-126,-109,-50,-24
316,-118,-107,-47,-32
333,-109,-104,-45,-38
346,-99,-99,-45,-44
351,-89,-94,-47,-49
347,-82,-89,-48,-53
337,-79,-85,-46,-58
326,-80,-83,-42,-61
321,-84,-83,-35,-65
322,-88,-85,-30,-68
330,-89,-88,-28,-73
341,-88,-89,-29,-79
350,-86,-88,-32,-86
356,-83,-87,-35,-93
357,-80,-86,-35,-97
355,-78,-88,-32,-100
351,-75,-91,-26,-101
345,-72,-94,-21,-102
339,-68,-95,-16,-104
334,-64,-94,-15,-105
330,-60,-90,-15,-106
328,-55,-86,-17,-106
326,-49,-83,-17,-107
324,-43,-81,-14,-107
321,-37,-81,-10,-108
318,-32,-80,-7,-108
316,-29,-79,-6,-109
317,-25,-78,-10,-110
319,-22,-78,-18,-111
319,-19,-79,-27,-111
314,-17,-81,-34,-112
303,-19,-83,-37,-112
291,-23,-83,-37,-111
282,-30,-82,-36,-110
281,-36,-81,-36,-109
287,-40,-80,-39,-109
296,-41,-81,-42,-110
303,-41,-85,-44,-112
303,-41,-90,-44,-116
298,-42,-94,-41,-121
293,-45,-98,-38,-125
292,-47,-100,-37,-128
296,-47,-101,-39,-128
303,-44,-103,-44,-127
306,-36,-105,-51,-125
303,-27,-107,-56,-124
293,-18,-110,-61,-125
282,-13,-111,-63,-130
274,-13,-112,-65,-138
271,-17,-112,-66,-147
270,-24,-112,-66,-157
267,-30,-113,-65,-166
261,-35,-114,-62,-172
253,-36,-115,-59,-177
247,-35,-117,-57,-181
245,-33,-118,-57,-185
245,-32,-120,-59,-188
243,-36,-124,-60,-191
236,-44,-130,-61,-194
222,-54,-137,-62,-198
206,-64,-142,-64,-201
193,-69,-145,-71,-205
187,-66,-145,-80,-209
188,-57,-143,-90,-211
191,-43,-141,-98,-212
191,-32,-141,-103,-212
186,-26,-142,-104,-210
178,-26,-144,-102,-209
171,-31,-145,-98,-208
167,-37,-146,-94,-208
167,-41,-147,-91,-208
167,-44,-149,-89,-208
163,-49,-152,-87,-206
156,-56,-156,-87,-204
149,-64,-161,-90,-202
145,-69,-166,-94,-201
144,-70,-170,-100,-203
143,-66,-173,-107,-209
138,-60,-177,-114,-215
128,-59,-180,-119,-220
117,-64,-184,-123,-224
109,-75,-189,-127,-226
108,-86,-193,-131,-227
113,-91,-196,-135,-227
116,-87,-199,-140,-228
112,-77,-202,-144,-229
101,-65,-204,-147,-230
87,-57,-203,-149,-229
79,-54,-202,-149,-229
82,-55,-200,-150,-230
94,-58,-200,-153,-234
108,-62,-202,-156,-239
115,-67,-206,-161,-247
113,-74,-211,-164,-254
104,-82,-216,-165,-260
96,-91,-220,-162,-263
93,-96,-223,-157,-265
96,-99,-226,-151,-263
100,-99,-229,-147,-260
99,-99,-234,-147,-256
91,-101,-240,-151,-254
79,-102,-247,-157,-255
66,-100,-253,-163,-259
59,-94,-258,-167,-266
59,-84,-262,-171,-273
65,-77,-265,-174,-276
73,-74,-266,-175,-276
82,-77,-264,-176,-272
89,-83,-260,-173,-267
90,-85,-253,-167,-264
84,-83,-246,-158,-263
72,-79,-242,-151,-264
56,-78,-241,-147,-268
44,-85,-244,-151,-271
41,-98,-249,-159,-275
49,-112,-255,-171,-279
66,-122,-260,-181,-281
84,-125,-264,-187,-283
97,-121,-265,-189,-283
100,-114,-265,-187,-280
95,-110,-265,-185,-277
86,-107,-264,-183,-273
77,-103,-262,-181,-270
70,-97,-259,-178,-268
65,-89,-256,-175,-267
64,-80,-254,-171,-266
67,-73,-256,-169,-267
77,-72,-261,-170,-267
91,-73,-268,-173,-268
105,-75,-275,-177,-267
113,-76,-278,-182,-267
108,-78,-279,-184,-266
92,-83,-277,-186,-267
72,-92,-275,-187,-269
57,-102,-275,-189,-273
56,-111,-276,-193,-277
66,-114,-279,-199,-279
81,-113,-280,-206,-280
92,-109,-279,-213,-280
94,-107,-278,-217,-279
88,-110,-277,-218,-279
80,-114,-277,-214,-279
77,-116,-276,-207,-280
78,-112,-276,-198,-282
79,-102,-273,-190,-285
76,-92,-271,-185,-289
68,-85,-270,-184,-295
59,-86,-271,-186,-302
56,-93,-275,-190,-308
62,-100,-280,-193,-312
78,-105,-285,-195,-314
97,-106,-289,-195,-314
112,-106,-292,-196,-316
119,-110,-293,-200,-319
119,-118,-294,-208,-324
117,-128,-296,-218,-330
115,-137,-299,-228,-334
113,-140,-302,-234,-335
112,-139,-306,-234,-335
109,-135,-309,-230,-334
110,-133,-312,-223,-335
115,-133,-314,-218,-338
127,-133,-314,-218,-341
142,-131,-313,-222,-344
155,-124,-312,-228,-343
163,-114,-313,-232,-340
164,-106,-316,-231,-337
164,-101,-320,-227,-336
168,-101,-322,-221,-339
180,-102,-321,-216,-343
195,-103,-318,-217,-346
207,-103,-315,-222,-346
210,-103,-315,-231,-343
202,-105,-317,-240,-338
189,-113,-322,-246,-335
179,-123,-326,-248,-334
176,-132,-327,-247,-336
184,-138,-323,-244,-338
196,-138,-317,-240,-337
205,-136,-312,-235,-333
206,-134,-310,-229,-329
197,-134,-312,-222,-327
185,-136,-317,-213,-330
174,-138,-324,-203,-338
172,-136,-328,-195,-346
177,-132,-329,-188,-352
185,-125,-327,-184,-353
189,-119,-323,-183,-349
187,-115,-319,-184,-344
177,-114,-316,-185,-339
166,-116,-315,-186,-337
157,-121,-315,-185,-338
154,-127,-316,-184,-338
155,-134,-318,-184,-338
154,-138,-319,-185,-336
149,-139,-318,-189,-334
138,-138,-316,-195,-333
123,-135,-314,-203,-335
108,-135,-313,-210,-337
95,-140,-314,-215,-340
84,-147,-317,-217,-342
76,-152,-321,-216,-343
67,-152,-326,-213,-343
58,-146,-330,-210,-341
47,-135,-333,-209,-338
37,-125,-332,-208,-333
27,-119,-330,-208,-328
20,-118,-326,-209,-323
16,-120,-322,-208,-319
14,-121,-320,-207,-316
14,-120,-318,-204,-314
14,-118,-316,-199,-310
12,-119,-312,-193,-306
9,-122,-306,-188,-301
5,-127,-298,-186,-296
3,-130,-292,-187,-293
4,-130,-288,-190,-292
10,-126,-286,-195,-293
19,-123,-287,-197,-295
27,-122,-286,-197,-296
33,-123,-284,-194,-295
33,-124,-280,-190,-292
29,-121,-276,-186,-289
24,-113,-274,-185,-286
20,-102,-274,-186,-284
18,-92,-276,-188,-283
19,-89,-279,-189,-285
20,-91,-281,-190,-288
20,-97,-283,-189,-293
17,-102,-284,-190,-299
11,-103,-286,-193,-305
3,-102,-289,-197,-308
-3,-102,-293,-203,-308
-6,-107,-296,-208,-306
-5,-116,-298,-212,-303
3,-126,-299,-214,-302
14,-134,-301,-213,-302
24,-136,-303,-211,-304
29,-133,-306,-208,-306
24,-128,-309,-205,-308
9,-124,-311,-205,-309
-10,-121,-310,-207,-310
-24,-117,-307,-209,-311
-26,-111,-303,-211,-311
-15,-101,-300,-212,-311
3,-91,-298,-209,-308
18,-83,-299,-203,-305
23,-81,-300,-196,-302
15,-85,-302,-189,-302
-1,-90,-301,-184,-303
-16,-94,-300,-182,-307
-23,-95,-299,-185,-311
-21,-96,-299,-191,-314
-10,-97,-299,-199,-315
2,-103,-299,-208,-315
14,-111,-299,-214,-313
22,-120,-299,-218,-312
27,-127,-299,-220,-310
30,-130,-300,-219,-308
31,-129,-300,-218,-307
33,-125,-300,-215,-306
34,-120,-298,-213,-305
36,-114,-295,-209,-305
38,-107,-292,-203,-304
38,-100,-289,-195,-303
35,-93,-286,-185,-300
29,-88,-282,-175,-298
21,-85,-278,-168,-297
17,-85,-274,-164,-299
17,-86,-273,-164,-304
21,-89,-275,-169,-311
24,-94,-284,-177,-319
22,-101,-297,-186,-327
9,-110,-312,-196,-334
-13,-119,-324,-205,-342
-40,-124,-331,-214,-349
-66,-125,-331,-222,-355
-82,-121,-324,-228,-358
-84,-113,-313,-231,-355
-71,-105,-301,-231,-348
-43,-97,-290,-229,-337
1,-91,-282,-222,-327
62,-84,-273,-211,-318
141,-75,-260,-195,-310
234,-66,-243,-174,-299
336,-57,-220,-152,-283
436,-50,-196,-132,-261
524,-44,-174,-118,-237
596,-39,-158,-113,-214
650,-34,-148,-113,-197
692,-30,-141,-114,-185
725,-27,-133,-112,-173
752,-28,-122,-103,-159
770,-33,-109,-88,-142
775,-39,-97,-72,-127
766,-43,-90,-59,-115
746,-43,-87,-51,-112
722,-37,-87,-48,-114
699,-30,-88,-47,-119
681,-24,-88,-47,-122
665,-23,-89,-48,-123
646,-27,-95,-50,-125
619,-32,-106,-57,-131
581,-35,-124,-68,-146
528,-35,-147,-82,-171
459,-34,-173,-99,-203
371,-35,-202,-117,-237
263,-42,-231,-136,-268
138,-51,-259,-157,-292
8,-60,-282,-177,-307
-112,-65,-298,-191,-313
-205,-63,-303,-196,-310
-259,-58,-297,-190,-301
-271,-53,-284,-176,-290
-244,-51,-268,-160,-281
-187,-55,-254,-148,-276
-116,-60,-244,-145,-275
-44,-64,-240,-150,-275
17,-66,-239,-158,-276
58,-67,-238,-165,-275
76,-69,-236,-167,-272
75,-71,-233,-166,-267
63,-72,-229,-165,-264
49,-71,-226,-164,-261
41,-64,-225,-165,-261
40,-56,-227,-168,-261
46,-47,-231,-169,-263
53,-43,-237,-167,-263
55,-42,-243,-162,-262
52,-43,-248,-155,-259
43,-43,-249,-149,-255
33,-43,-249,-144,-252
27,-43,-247,-143,-250
30,-46,-244,-145,-250
41,-52,-242,-150,-252
55,-61,-241,-156,-254
66,-69,-241,-163,-256
70,-73,-243,-168,-258
65,-73,-246,-171,-259
55,-70,-250,-173,-260
45,-67,-255,-173,-262
40,-65,-258,-172,-261
41,-65,-259,-169,-259
46,-65,-257,-164,-254
52,-64,-253,-157,-248
58,-63,-249,-149,-241
63,-63,-245,-140,-236
69,-64,-242,-131,-231
77,-65,-240,-124,-227
85,-67,-238,-117,-224
89,-67,-236,-111,-221
86,-65,-235,-109,-219
75,-65,-235,-108,-217
59,-66,-237,-111,-216
44,-72,-239,-114,-214
38,-80,-238,-118,-212
45,-88,-235,-120,-210
61,-94,-230,-121,-207
80,-97,-225,-120,-206
91,-98,-221,-119,-206
88,-97,-221,-118,-207
71,-94,-222,-117,-207
48,-88,-225,-115,-206
27,-78,-226,-112,-204
16,-66,-226,-109,-202
20,-56,-224,-107,-203
36,-48,-223,-110,-207
58,-45,-221,-115,-212
77,-44,-219,-121,-217
86,-43,-216,-124,-221
83,-42,-214,-123,-223
71,-42,-211,-117,-222
55,-45,-209,-111,-220
43,-53,-208,-106,-217
40,-63,-205,-106,-215
45,-71,-202,-108,-215
54,-73,-198,-113,-215
62,-69,-194,-116,-217
66,-61,-192,-118,-218
69,-56,-192,-118,-220
74,-56,-194,-118,-220
84,-61,-196,-118,-220
98,-66,-198,-117,-218
109,-66,-198,-115,-215
111,-58,-196,-110,-213
103,-47,-192,-104,-210
89,-37,-187,-99,-209
79,-31,-182,-97,-209
78,-30,-177,-98,-208
90,-31,-171,-102,-207
110,-30,-166,-105,-205
129,-26,-161,-107,-203
141,-23,-158,-108,-201
142,-24,-158,-109,-200
136,-30,-158,-109,-201
129,-40,-159,-110,-202
125,-48,-158,-110,-204
128,-50,-154,-108,-204
137,-47,-148,-105,-201
147,-40,-141,-100,-196
156,-33,-134,-95,-190
159,-28,-127,-90,-183
158,-24,-118,-86,-179
154,-19,-107,-80,-178
152,-9,-92,-72,-180
154,5,-74,-62,-182
161,22,-53,-49,-184
169,41,-31,-36,-185
174,57,-7,-24,-183
174,69,18,-15,-179
169,76,46,-9,-173
163,78,76,-7,-164
158,77,105,-6,-152
156,75,132,-4,-137
154,74,155,3,-116
148,77,174,16,-91
137,80,190,35,-60
122,83,208,60,-23
108,84,228,86,18
98,81,252,111,64
94,75,277,131,113
95,69,300,148,163
97,63,316,162,211
97,56,324,176,258
94,47,321,192,305
89,34,311,210,353
80,18,297,230,405
68,2,282,251,463
52,-13,266,269,526
35,-28,249,283,590
23,-45,227,290,652
18,-65,200,292,709
22,-91,166,291,760
30,-122,128,290,807
35,-152,89,289,850
32,-180,54,289,885
20,-204,26,288,911
6,-223,3,283,923
-4,-239,-15,274,918
-4,-251,-32,258,897
3,-258,-52,234,863
13,-258,-77,204,818
20,-252,-111,167,766
21,-242,-152,125,706
23,-233,-200,82,639
31,-229,-251,41,566
49,-232,-300,4,492
77,-239,-347,-28,421
109,-247,-392,-56,357
137,-253,-436,-84,298
159,-254,-480,-115,243
175,-251,-521,-149,187
188,-247,-556,-183,129
203,-244,-579,-213,70
221,-242,-588,-234,14
240,-239,-583,-244,-35
256,-234,-568,-246,-74
266,-225,-547,-242,-105
269,-214,-525,-236,-130
269,-201,-503,-231,-151
270,-188,-479,-226,-169
273,-174,-453,-221,-183
278,-160,-423,-214,-194
281,-144,-392,-203,-200
279,-127,-360,-189,-203
272,-111,-328,-173,-204
262,-98,-299,-157,-204
252,-90,-271,-144,-203
247,-85,-243,-133,-200
250,-82,-217,-124,-197
258,-78,-192,-116,-193
268,-74,-170,-107,-188
273,-69,-150,-96,-182
271,-67,-134,-85,-177
258,-66,-120,-76,-173
237,-67,-109,-69,-169
214,-67,-99,-66,-166
197,-62,-93,-66,-164
191,-55,-89,-68,-163
198,-46,-87,-71,-161
214,-39,-86,-72,-158
233,-36,-85,-70,-155
246,-34,-82,-65,-153
249,-31,-78,-59,-152
246,-24,-73,-52,-153
240,-12,-66,-46,-155
237,2,-60,-42,-156
240,12,-55,-40,-155
245,16,-52,-40,-152
249,15,-50,-41,-147
248,9,-50,-44,-143
243,4,-51,-48,-143
237,1,-53,-53,-145
236,0,-54,-59,-149
238,0,-54,-66,-152
240,1,-53,-71,-153
238,3,-52,-75,-152
228,5,-51,-76,-150
214,8,-50,-76,-149
201,10,-51,-76,-151
197,9,-51,-77,-153
204,5,-52,-77,-156
217,0,-53,-78,-156
230,-4,-53,-77,-155
234,-1,-53,-75,-152
227,8,-52,-71,-147
215,23,-50,-67,-143
204,37,-47,-62,-139
200,48,-43,-57,-135
203,51,-41,-54,-132
209,47,-41,-52,-131
214,38,-44,-52,-133
213,28,-47,-56,-136
208,19,-50,-60,-140
201,16,-51,-64,-142
195,17,-49,-64,-140
191,23,-46,-61,-135
188,29,-43,-54,-129
185,35,-40,-47,-125
184,37,-37,-42,-123
186,38,-34,-41,-124
193,38,-31,-42,-124
202,41,-28,-43,-123
209,45,-25,-41,-119
208,51,-22,-36,-114
197,57,-18,-27,-111
179,61,-14,-18,-110
162,64,-9,-12,-111
154,66,-6,-12,-113
158,68,-5,-15,-114
170,70,-7,-21,-112
181,69,-10,-26,-109
181,64,-14,-27,-106
170,53,-17,-24,-104
152,40,-20,-19,-103
136,28,-23,-16,-104
128,22,-25,-14,-105
129,21,-26,-16,-106
132,25,-26,-19,-108
129,30,-23,-22,-109
118,35,-20,-23,-111
100,38,-16,-22,-111
83,42,-14,-19,-111
74,48,-12,-16,-108
74,57,-11,-14,-102
81,66,-9,-14,-94
87,73,-6,-14,-85
86,75,-3,-16,-76
80,73,-2,-16,-71
71,70,-3,-15,-70
65,67,-5,-13,-73
66,65,-9,-11,-77
71,63,-12,-9,-82
76,60,-14,-10,-84
77,56,-15,-14,-85
72,50,-16,-22,-85
64,46,-19,-33,-86
56,43,-23,-44,-89
50,43,-27,-53,-92
46,44,-31,-57,-94
40,45,-34,-55,-96
30,46,-35,-47,-97
17,46,-36,-37,-96
6,47,-36,-29,-96
1,48,-36,-24,-96
2,49,-36,-24,-97
8,50,-37,-27,-99
11,49,-39,-30,-101
7,48,-42,-32,-104
-4,47,-45,-30,-105
-18,46,-48,-27,-103
-28,46,-48,-24,-99
-30,45,-45,-22,-93
-25,43,-38,-22,-86
-21,42,-31,-25,-80
-24,41,-25,-29,-76
-37,43,-23,-34,-76
-58,45,-25,-42,-79
-77,47,-30,-50,-83
-89,47,-36,-59,-86
-88,44,-41,-64,-89
-78,41,-44,-64,-91
-64,39,-46,-58,-92
-53,40,-48,-47,-93
-48,45,-52,-37,-93
-50,51,-56,-29,-93
-56,57,-59,-25,-93
-61,58,-61,-25,-92
-63,57,-60,-27,-92
-61,53,-59,-27,-93
-56,50,-58,-27,-96
-51,46,-59,-28,-100
-50,42,-62,-30,-104
-55,37,-65,-34,-107
-64,32,-66,-38,-108
-74,28,-66,-39,-106
-82,26,-65,-37,-103
-84,26,-63,-33,-101
-84,27,-63,-30,-99
-83,28,-66,-30,-100
-86,28,-69,-34,-101
-92,26,-73,-39,-101
-97,26,-75,-44,-99
-98,29,-76,-47,-96
-92,34,-77,-46,-93
-82,41,-78,-44,-91
-75,46,-80,-42,-90
-77,49,-82,-39,-90
-90,50,-82,-37,-87
-107,50,-78,-34,-83
-121,48,-72,-30,-78
-125,44,-66,-25,-74
-120,37,-61,-20,-72
-110,27,-59,-17,-72
-104,18,-59,-15,-73
-105,12,-60,-14,-73
-114,11,-59,-14,-71
-125,15,-56,-15,-69
-132,19,-51,-17,-65
-134,22,-48,-20,-63
-131,20,-48,-24,-62
-131,17,-53,-29,-63
-134,15,-62,-34,-65
-141,17,-70,-39,-67
-146,23,-76,-42,-69
-147,28,-77,-45,-70
-143,29,-74,-47,-69
-136,26,-69,-49,-67
-133,20,-65,-50,-63
-133,16,-64,-50,-59
-136,14,-68,-49,-55
-137,14,-74,-47,-52
-132,13,-79,-46,-51
-121,7,-82,-47,-50
-110,-1,-81,-52,-49
-104,-10,-78,-59,-45
-105,-14,-75,-65,-39
-110,-14,-73,-69,-32
-113,-10,-74,-69,-27
-110,-8,-76,-66,-24
-101,-8,-78,-62,-25
-89,-11,-80,-59,-29
-83,-14,-82,-58,-32
-84,-11,-85,-57,-32
-93,-4,-89,-55,-29
-103,4,-95,-50,-24
-106,10,-99,-44,-19
-99,10,-103,-40,-17
-82,4,-105,-40,-18
-59,-5,-107,-45,-20
-36,-14,-111,-53,-24
-19,-20,-115,-61,-26
-12,-22,-120,-65,-28
-15,-24,-124,-63,-28
-30,-27,-126,-55,-26
-53,-32,-126,-45,-23
-78,-37,-124,-37,-19
-100,-42,-122,-33,-14
-114,-45,-120,-33,-9
-119,-46,-119,-38,-4
-117,-45,-117,-43,0
-113,-44,-115,-47,4
-110,-41,-114,-48,8
-113,-37,-116,-46,12
-119,-31,-119,-41,16
-127,-25,-124,-37,19
-134,-21,-127,-35,22
-138,-18,-128,-34,24
-139,-19,-127,-34,26
-138,-20,-124,-35,28
-136,-23,-121,-34,28
-135,-26,-121,-32,26
-137,-32,-123,-30,23
-143,-41,-126,-30,20
-155,-53,-131,-34,18
-172,-64,-136,-42,17
-192,-72,-141,-52,18
-214,-74,-145,-63,20
-235,-72,-149,-71,21
-252,-67,-152,-76,23
-264,-62,-154,-76,25
-269,-60,-154,-72,29
-269,-59,-154,-68,32
-267,-58,-154,-64,36
-270,-56,-154,-63,37
-280,-53,-154,-65,37
-298,-50,-155,-70,37
-320,-49,-155,-77,37
-337,-51,-156,-81,40
-343,-55,-157,-83,45
-336,-61,-157,-81,52
-321,-67,-157,-77,58
-306,-74,-155,-74,61
-300,-80,-153,-74,62
-305,-86,-151,-76,62
-317,-91,-152,-81,62
-329,-94,-153,-84,64
-337,-95,-156,-84,66
-338,-96,-157,-80,70
-336,-97,-157,-74,72
-339,-99,-157,-67,73
-350,-99,-156,-61,71
-366,-97,-157,-54,68
-382,-91,-159,-47,66
-387,-81,-161,-38,65
-380,-72,-162,-30,67
-363,-66,-161,-23,71
-348,-67,-158,-20,76
-342,-73,-154,-22,82
-348,-81,-150,-27,86
-360,-88,-147,-33,89
-369,-93,-145,-39,89
-367,-97,-146,-42,85
-354,-101,-147,-43,80
-338,-106,-148,-43,75
-328,-109,-148,-42,72
-328,-109,-147,-43,73
-337,-104,-144,-44,75
-349,-97,-139,-45,77
-356,-91,-134,-48,76
-355,-88,-129,-51,71
-349,-88,-125,-55,64
-342,-89,-123,-58,58
-337,-89,-121,-59,55
-335,-86,-120,-57,55
-332,-82,-117,-51,56
-327,-78,-114,-43,56
-322,-77,-110,-35,54
-319,-77,-106,-30,50
-321,-77,-102,-30,45
-327,-75,-99,-33,41
-333,-72,-97,-38,37
-335,-70,-96,-43,34
-329,-71,-95,-45,31
-316,-75,-94,-45,27
-304,-80,-94,-45,23
-298,-84,-93,-44,19
-303,-83,-93,-46,14
-315,-79,-92,-49,7
-327,-76,-90,-52,-1
-333,-74,-88,-54,-10
-328,-73,-86,-54,-17
-315,-72,-84,-52,-22
-302,-67,-83,-49,-24
-293,-58,-83,-46,-24
-294,-48,-83,-47,-25
-300,-40,-83,-49,-29
-307,-39,-82,-54,-37
-309,-43,-82,-59,-48
-307,-50,-84,-63,-59
-303,-55,-88,-66,-69
-303,-57,-94,-71,-78
-311,-56,-102,-78,-86
-327,-55,-110,-86,-93
-349,-55,-115,-94,-100
-370,-56,-115,-97,-103
-383,-55,-111,-93,-102
-381,-51,-103,-81,-96
-359,-44,-91,-64,-88
-315,-36,-78,-48,-82
-255,-28,-65,-36,-79
-183,-20,-52,-29,-79
-107,-11,-38,-24,-79
-26,-1,-20,-17,-74
61,12,0,-7,-62
154,24,23,7,-44
251,32,45,20,-25
342,35,62,29,-9
417,33,73,32,2
468,30,79,31,9
494,29,82,31,16
503,32,85,33,28
506,36,89,39,43
508,40,95,45,59
510,40,99,48,71
509,38,102,45,77
500,36,102,39,74
483,37,102,31,67
464,40,102,26,57
446,45,101,25,45
432,48,99,27,33
414,47,91,28,16
383,45,78,25,-4
330,44,59,15,-30
252,43,34,-3,-59
153,42,5,-26,-90
42,38,-24,-52,-120
-74,29,-52,-74,-146
-186,20,-75,-88,-167
-289,13,-91,-93,-180
-378,13,-99,-90,-186
-447,17,-98,-83,-185
-486,22,-91,-75,-180
-488,24,-82,-69,-172
-452,20,-72,-67,-165
-385,12,-63,-67,-158
-304,5,-56,-67,-153
-231,3,-52,-67,-150
-182,5,-48,-67,-148
-163,10,-46,-68,-149
-168,15,-45,-69,-150
-182,18,-44,-69,-151
-192,20,-42,-70,-153
-189,23,-41,-71,-153
-177,28,-40,-73,-155
-164,32,-39,-77,-156
-156,35,-40,-81,-159
-156,35,-41,-87,-162
-160,33,-43,-92,-164
-163,31,-44,-95,-164
-160,29,-46,-97,-163
-154,25,-47,-98,-162
-150,19,-49,-99,-162
-153,9,-51,-100,-164
-160,-1,-53,-101,-165
-167,-7,-53,-102,-165
-169,-6,-53,-101,-162
-166,1,-53,-99,-157
-161,10,-54,-97,-152
-160,17,-57,-98,-149
-168,17,-60,-101,-150
-182,13,-64,-106,-154
-197,9,-67,-111,-158
-203,10,-69,-114,-160
-198,16,-69,-113,-159
-185,26,-69,-108,-154
-170,35,-69,-103,-148
-162,39,-70,-99,-142
-162,36,-71,-98,-139
-168,30,-73,-102,-138
-171,23,-73,-109,-140
-165,17,-73,-116,-144
-150,13,-72,-121,-147
-130,11,-71,-124,-150
-116,8,-70,-126,-152
-111,6,-67,-126,-154
-115,5,-64,-127,-154
-123,7,-60,-128,-154
-129,13,-56,-128,-152
-129,20,-54,-127,-149
-128,27,-53,-123,-144
-130,31,-52,-117,-139
-140,32,-51,-109,-134
-153,31,-51,-103,-130
-164,31,-50,-98,-128
-165,32,-50,-96,-128
-155,34,-52,-98,-129
-139,34,-55,-102,-130
-124,33,-59,-109,-132
-114,29,-63,-115,-135
-109,25,-66,-120,-139
-106,20,-68,-122,-142
-103,15,-69,-122,-144
-100,9,-69,-120,-145
-100,4,-68,-119,-147
-106,0,-67,-120,-152
-115,-2,-67,-123,-160
-121,-1,-72,-127,-171
-120,0,-80,-131,-182
-110,2,-90,-130,-190
-96,3,-99,-126,-192
-87,5,-103,-119,-188
-90,9,-102,-112,-180
-104,17,-96,-106,-170
-124,27,-91,-102,-162
-141,35,-87,-102,-157
-149,37,-86,-104,-154
-150,32,-87,-109,-154
-145,23,-87,-115,-155
-139,14,-85,-122,-157
-133,10,-85,-128,-158
-127,10,-86,-132,-159
-121,10,-90,-134,-159
-116,9,-97,-135,-159
-112,3,-102,-137,-160
-111,-4,-104,-141,-162
-114,-9,-101,-144,-165
-118,-11,-95,-145,-166
-121,-8,-88,-143,-166
-122,-4,-81,-137,-163
-122,-1,-76,-128,-159
-122,1,-72,-120,-156
-126,4,-69,-115,-155
-135,10,-68,-114,-156
-145,19,-70,-117,-159
-153,26,-75,-120,-161
-155,27,-82,-122,-161
-148,22,-89,-121,-161
-134,12,-94,-117,-162
-117,2,-95,-112,-165
-101,-3,-93,-109,-172
-90,-3,-91,-110,-179
-86,-1,-90,-115,-185
-87,-2,-92,-123,-186
-89,-6,-95,-131,-183
-91,-14,-98,-135,-177
-93,-20,-99,-134,-170
-95,-22,-97,-128,-165
-99,-18,-92,-122,-162
-104,-12,-88,-118,-162
-107,-8,-86,-118,-163
-107,-8,-86,-121,-165
-103,-10,-87,-123,-167
-97,-12,-89,-121,-169
-93,-11,-91,-115,-171
-91,-6,-93,-108,-173
-91,1,-94,-103,-174
-91,6,-95,-104,-174
-88,7,-94,-108,-172
-81,6,-91,-113,-168
-71,4,-87,-114,-163
-63,3,-83,-110,-159
-57,1,-79,-102,-156
-56,-1,-79,-95,-154
-59,-5,-81,-93,-155
-63,-9,-84,-96,-156
-66,-12,-88,-103,-158
-67,-12,-89,-109,-160
-64,-9,-88,-110,-163
-62,-6,-86,-107,-166
-63,-5,-85,-101,-168
-68,-6,-86,-98,-169
-79,-7,-88,-98,-168
-93,-6,-89,-101,-164
-103,0,-88,-107,-158
-108,8,-83,-111,-152
-104,15,-78,-115,-148
-92,16,-75,-119,-146
-77,12,-76,-124,-148
-62,4,-80,-131,-151
-51,-3,-85,-139,-155
-46,-6,-88,-147,-156
-45,-3,-86,-153,-155
-46,2,-81,-155,-152
-47,5,-77,-154,-149
-46,4,-76,-150,-147
-43,0,-79,-144,-148
-40,-4,-86,-140,-152
-38,-7,-92,-136,-157
-38,-7,-96,-133,-162
-39,-8,-99,-131,-165
-41,-9,-100,-130,-167
-41,-12,-104,-130,-170
-42,-14,-108,-133,-174
-43,-13,-114,-138,-178
-46,-9,-119,-145,-181
-49,-5,-123,-151,-183
-50,-2,-126,-153,-185
-46,-4,-129,-151,-187
-38,-9,-132,-145,-190
-29,-14,-133,-140,-194
-25,-17,-132,-139,-198
-27,-17,-130,-143,-201
-32,-16,-126,-150,-201
-34,-17,-124,-157,-199
-31,-19,-124,-160,-197
-22,-23,-127,-156,-195
-13,-26,-131,-148,-195
-12,-27,-134,-140,-196
-21,-27,-133,-134,-197
-37,-26,-129,-133,-198
-52,-24,-125,-136,-199
-58,-22,-121,-141,-200
-52,-18,-119,-144,-202
-38,-11,-120,-145,-202
-22,-3,-122,-145,-200
-11,2,-124,-144,-196
-6,3,-125,-144,-189
-6,-1,-124,-144,-183
-8,-7,-123,-142,-177
-9,-11,-120,-139,-174
-10,-13,-116,-134,-174
-12,-14,-112,-130,-176
-14,-17,-110,-129,-180
-16,-23,-110,-131,-185
-15,-29,-112,-135,-189
-11,-32,-116,-140,-192
-3,-29,-119,-142,-191
3,-21,-120,-141,-188
4,-11,-119,-137,-182
-2,-6,-116,-131,-178
-14,-6,-112,-125,-175
-26,-10,-109,-118,-175
-36,-13,-108,-112,-174
-38,-11,-109,-108,-173
-33,-7,-111,-106,-170
-24,-3,-113,-108,-165
-13,-4,-113,-113,-162
-6,-10,-112,-119,-161
-3,-17,-108,-123,-162
-5,-23,-104,-123,-163
-10,-24,-100,-118,-162
-15,-23,-98,-110,-158
-18,-23,-99,-102,-153
-21,-26,-102,-99,-150
-23,-32,-107,-102,-152
-24,-36,-110,-108,-157
-25,-35,-111,-117,-165
-25,-29,-110,-126,-172
-24,-19,-108,-134,-175
-25,-11,-106,-141,-173
-28,-6,-104,-146,-168
-37,-5,-103,-148,-164
-50,-4,-102,-145,-163
